yellow line angle: -0.223785, obstacle angle: 0.287979, obstacle dist: 19.088444, obstacle steering: -0.081112, steer: -0.085262
yellow line angle: -0.227873, obstacle angle: 0.287979, obstacle dist: 19.051071, obstacle steering: -0.083268, steer: -0.085912
yellow line angle: -0.231926, obstacle angle: 0.287979, obstacle dist: 19.047428, obstacle steering: -0.083918, steer: -0.088249
yellow line angle: -0.234263, obstacle angle: 0.287979, obstacle dist: 19.062115, obstacle steering: -0.086256, steer: -0.086806
yellow line angle: -0.236164, obstacle angle: 0.287979, obstacle dist: 19.065266, obstacle steering: -0.084814, steer: -0.087824
yellow line angle: -0.237719, obstacle angle: 0.287979, obstacle dist: 19.054935, obstacle steering: -0.085831, steer: -0.088949
yellow line angle: -0.239684, obstacle angle: 0.287979, obstacle dist: 19.044985, obstacle steering: -0.086955, steer: -0.091698
yellow line angle: -0.241655, obstacle angle: 0.287979, obstacle dist: 19.064014, obstacle steering: -0.089705, steer: -0.093652
yellow line angle: -0.243008, obstacle angle: 0.287979, obstacle dist: 19.121927, obstacle steering: -0.091666, steer: -0.094213
yellow line angle: -0.243731, obstacle angle: 0.287979, obstacle dist: 19.180889, obstacle steering: -0.092233, steer: -0.094597
yellow line angle: -0.243300, obstacle angle: 0.296706, obstacle dist: 19.074400, obstacle steering: -0.092148, steer: -0.093640
yellow line angle: -0.241930, obstacle angle: 0.296706, obstacle dist: 19.105267, obstacle steering: -0.091196, steer: -0.092870
yellow line angle: -0.239861, obstacle angle: 0.296706, obstacle dist: 19.155418, obstacle steering: -0.090432, steer: -0.092395
yellow line angle: -0.238142, obstacle angle: 0.296706, obstacle dist: 19.237026, obstacle steering: -0.089967, steer: -0.094094
yellow line angle: -0.235400, obstacle angle: 0.305432, obstacle dist: 19.173931, obstacle steering: -0.091203, steer: -0.092777
yellow line angle: -0.232674, obstacle angle: 0.305432, obstacle dist: 19.278812, obstacle steering: -0.089901, steer: -0.093520
yellow line angle: -0.229187, obstacle angle: 0.305432, obstacle dist: 19.335056, obstacle steering: -0.090653, steer: -0.092503
yellow line angle: -0.225505, obstacle angle: 0.305432, obstacle dist: 19.395206, obstacle steering: -0.089645, steer: -0.092545
yellow line angle: -0.221776, obstacle angle: 0.305432, obstacle dist: 19.481339, obstacle steering: -0.089700, steer: -0.092850
yellow line angle: -0.218826, obstacle angle: 0.314159, obstacle dist: 19.427849, obstacle steering: -0.089548, steer: -0.094984
yellow line angle: -0.215718, obstacle angle: 0.314159, obstacle dist: 19.569635, obstacle steering: -0.091705, steer: -0.095185
yellow line angle: -0.211692, obstacle angle: 0.314159, obstacle dist: 19.662550, obstacle steering: -0.091922, steer: -0.093612
yellow line angle: -0.205685, obstacle angle: 0.322886, obstacle dist: 19.577869, obstacle steering: -0.089889, steer: -0.089889
yellow line angle: -0.200081, obstacle angle: 0.322886, obstacle dist: 19.670124, obstacle steering: -0.086184, steer: -0.089988
yellow line angle: -0.193759, obstacle angle: 0.322886, obstacle dist: 19.791460, obstacle steering: -0.086306, steer: -0.088134
yellow line angle: -0.188786, obstacle angle: 0.331612, obstacle dist: 19.763161, obstacle steering: -0.084005, steer: -0.090722
yellow line angle: -0.182881, obstacle angle: 0.331612, obstacle dist: 19.912546, obstacle steering: -0.086623, steer: -0.088477
yellow line angle: -0.177288, obstacle angle: 0.331612, obstacle dist: 19.964048, obstacle steering: -0.084389, steer: -0.088770
yellow line angle: 0.013591, obstacle angle: -0.061086, obstacle dist: 19.757120, obstacle steering: 0.025297, steer: 0.025297
yellow line angle: 0.018954, obstacle angle: -0.052360, obstacle dist: 19.140936, obstacle steering: 0.035623, steer: 0.035623
yellow line angle: 0.019454, obstacle angle: -0.052360, obstacle dist: 18.437136, obstacle steering: 0.046343, steer: 0.046343
yellow line angle: 0.015593, obstacle angle: -0.061086, obstacle dist: 17.660954, obstacle steering: 0.057039, steer: 0.046343
yellow line angle: 0.006992, obstacle angle: -0.069813, obstacle dist: 17.028568, obstacle steering: 0.056924, steer: 0.046343
yellow line angle: -0.005136, obstacle angle: -0.078540, obstacle dist: 16.272528, obstacle steering: 0.056879, steer: 0.046343
yellow line angle: -0.021045, obstacle angle: -0.087266, obstacle dist: 15.656209, obstacle steering: 0.056737, steer: 0.046343
yellow line angle: -0.038599, obstacle angle: -0.104720, obstacle dist: 14.942269, obstacle steering: 0.056065, steer: 0.046343
yellow line angle: -0.057435, obstacle angle: -0.113446, obstacle dist: 14.249199, obstacle steering: 0.055926, steer: 0.046343
yellow line angle: -0.077779, obstacle angle: -0.130900, obstacle dist: 13.570669, obstacle steering: 0.055119, steer: 0.046343
yellow line angle: -0.098986, obstacle angle: -0.157080, obstacle dist: 12.879052, obstacle steering: 0.053557, steer: 0.046343
yellow line angle: -0.121087, obstacle angle: -0.165806, obstacle dist: 12.197210, obstacle steering: 0.053245, steer: 0.046343
yellow line angle: -0.143688, obstacle angle: -0.200713, obstacle dist: 11.544552, obstacle steering: 0.050612, steer: 0.046343
yellow line angle: -0.167527, obstacle angle: -0.218166, obstacle dist: 10.825847, obstacle steering: 0.049283, steer: 0.046343
yellow line angle: -0.192928, obstacle angle: -0.244346, obstacle dist: 10.204968, obstacle steering: 0.046897, steer: 0.046343
yellow line angle: -0.219452, obstacle angle: -0.279252, obstacle dist: 9.522470, obstacle steering: 0.043271, steer: 0.046343
yellow line angle: -0.246735, obstacle angle: -0.314159, obstacle dist: 8.867768, obstacle steering: 0.039108, steer: 0.046343
yellow line angle: -0.274396, obstacle angle: -0.331612, obstacle dist: 8.288670, obstacle steering: 0.036496, steer: 0.046343
yellow line angle: -0.367867, obstacle angle: 0.331612, obstacle dist: 19.689985, obstacle steering: -0.156407, steer: -0.156407
yellow line angle: -0.150642, obstacle angle: 0.331612, obstacle dist: 19.527100, obstacle steering: -0.058444, steer: -0.066214
yellow line angle: -0.159559, obstacle angle: 0.322886, obstacle dist: 19.577015, obstacle steering: -0.062491, steer: -0.068775
yellow line angle: -0.166144, obstacle angle: 0.314159, obstacle dist: 19.570934, obstacle steering: -0.065497, steer: -0.066752
yellow line angle: -0.172910, obstacle angle: 0.314159, obstacle dist: 19.433773, obstacle steering: -0.063450, steer: -0.069846
yellow line angle: -0.179996, obstacle angle: 0.305432, obstacle dist: 19.476711, obstacle steering: -0.067000, steer: -0.073334
yellow line angle: -0.186253, obstacle angle: 0.305432, obstacle dist: 19.398291, obstacle steering: -0.070476, steer: -0.074359
yellow line angle: -0.192532, obstacle angle: 0.305432, obstacle dist: 19.350222, obstacle steering: -0.071494, steer: -0.077129
yellow line angle: -0.196329, obstacle angle: 0.305432, obstacle dist: 19.299423, obstacle steering: -0.074257, steer: -0.074292
yellow line angle: -0.200098, obstacle angle: 0.296706, obstacle dist: 19.371752, obstacle steering: -0.071881, steer: -0.076379
yellow line angle: -0.203320, obstacle angle: 0.296706, obstacle dist: 19.289970, obstacle steering: -0.073958, steer: -0.077308
yellow line angle: -0.208905, obstacle angle: 0.296706, obstacle dist: 19.232574, obstacle steering: -0.074880, steer: -0.084687
yellow line angle: -0.214497, obstacle angle: 0.296706, obstacle dist: 19.203619, obstacle steering: -0.082255, steer: -0.087383
yellow line angle: -0.219059, obstacle angle: 0.296706, obstacle dist: 19.208466, obstacle steering: -0.084952, steer: -0.087779
yellow line angle: -0.221181, obstacle angle: 0.296706, obstacle dist: 19.205231, obstacle steering: -0.085347, steer: -0.085347
yellow line angle: -0.222807, obstacle angle: 0.296706, obstacle dist: 19.181990, obstacle steering: -0.082912, steer: -0.085508
yellow line angle: -0.224452, obstacle angle: 0.296706, obstacle dist: 19.159750, obstacle steering: -0.083071, steer: -0.087304
yellow line angle: -0.226160, obstacle angle: 0.296706, obstacle dist: 19.168337, obstacle steering: -0.084868, steer: -0.089215
yellow line angle: -0.227301, obstacle angle: 0.296706, obstacle dist: 19.212488, obstacle steering: -0.086784, steer: -0.089728
yellow line angle: -0.227090, obstacle angle: 0.296706, obstacle dist: 19.273586, obstacle steering: -0.087305, steer: -0.088335
yellow line angle: -0.226032, obstacle angle: 0.296706, obstacle dist: 19.310799, obstacle steering: -0.085916, steer: -0.087734
yellow line angle: -0.224266, obstacle angle: 0.296706, obstacle dist: 19.318821, obstacle steering: -0.085317, steer: -0.087222
yellow line angle: -0.224276, obstacle angle: 0.296706, obstacle dist: 19.342587, obstacle steering: -0.084807, steer: -0.092120
yellow line angle: -0.224348, obstacle angle: 0.305432, obstacle dist: 19.223963, obstacle steering: -0.089236, steer: -0.093610
yellow line angle: -0.224397, obstacle angle: 0.305432, obstacle dist: 19.307423, obstacle steering: -0.090739, steer: -0.094921
yellow line angle: -0.222276, obstacle angle: 0.305432, obstacle dist: 19.403130, obstacle steering: -0.092065, steer: -0.092065
yellow line angle: -0.219653, obstacle angle: 0.305432, obstacle dist: 19.457441, obstacle steering: -0.089216, steer: -0.091044
yellow line angle: -0.217045, obstacle angle: 0.305432, obstacle dist: 19.505924, obstacle steering: -0.088202, steer: -0.091723
yellow line angle: -0.213937, obstacle angle: 0.314159, obstacle dist: 19.417114, obstacle steering: -0.088419, steer: -0.091230
yellow line angle: -0.209475, obstacle angle: 0.314159, obstacle dist: 19.518885, obstacle steering: -0.087943, steer: -0.088663
yellow line angle: -0.205031, obstacle angle: 0.314159, obstacle dist: 19.648476, obstacle steering: -0.085398, steer: -0.088820
yellow line angle: -0.200597, obstacle angle: 0.322886, obstacle dist: 19.588573, obstacle steering: -0.085099, steer: -0.088934
yellow line angle: -0.197497, obstacle angle: 0.322886, obstacle dist: 19.621712, obstacle steering: -0.085220, steer: -0.092010
yellow line angle: -0.193518, obstacle angle: 0.322886, obstacle dist: 19.684818, obstacle steering: -0.088308, steer: -0.090421
yellow line angle: -0.189897, obstacle angle: 0.322886, obstacle dist: 19.778715, obstacle steering: -0.086736, steer: -0.091370
yellow line angle: -0.185309, obstacle angle: 0.331612, obstacle dist: 19.735125, obstacle steering: -0.087235, steer: -0.089401
yellow line angle: -0.180751, obstacle angle: 0.331612, obstacle dist: 19.886511, obstacle steering: -0.085297, steer: -0.089407
yellow line angle: -0.175859, obstacle angle: 0.331612, obstacle dist: 19.946669, obstacle steering: -0.085315, steer: -0.088570
yellow line angle: -0.143373, obstacle angle: 0.331612, obstacle dist: 19.676586, obstacle steering: -0.058528, steer: -0.060956
yellow line angle: -0.150947, obstacle angle: 0.322886, obstacle dist: 19.729282, obstacle steering: -0.057262, steer: -0.063000
yellow line angle: -0.157656, obstacle angle: 0.322886, obstacle dist: 19.606964, obstacle steering: -0.059283, steer: -0.063894
yellow line angle: -0.163562, obstacle angle: 0.314159, obstacle dist: 19.591372, obstacle steering: -0.060619, steer: -0.064746
yellow line angle: -0.169078, obstacle angle: 0.314159, obstacle dist: 19.455498, obstacle steering: -0.061448, steer: -0.066359
yellow line angle: -0.174670, obstacle angle: 0.314159, obstacle dist: 19.340593, obstacle steering: -0.063042, steer: -0.068958
yellow line angle: -0.182296, obstacle angle: 0.305432, obstacle dist: 19.406525, obstacle steering: -0.066102, steer: -0.076026
yellow line angle: -0.192210, obstacle angle: 0.305432, obstacle dist: 19.343758, obstacle steering: -0.073160, steer: -0.084233
yellow line angle: -0.200798, obstacle angle: 0.305432, obstacle dist: 19.282232, obstacle steering: -0.081358, steer: -0.084934
yellow line angle: -0.206501, obstacle angle: 0.296706, obstacle dist: 19.352905, obstacle steering: -0.082520, steer: -0.082520
yellow line angle: -0.208172, obstacle angle: 0.296706, obstacle dist: 19.292950, obstacle steering: -0.080100, steer: -0.080100
yellow line angle: -0.208644, obstacle angle: 0.296706, obstacle dist: 19.261822, obstacle steering: -0.077675, steer: -0.077675
yellow line angle: -0.211593, obstacle angle: 0.296706, obstacle dist: 19.256897, obstacle steering: -0.075249, steer: -0.081363
yellow line angle: -0.214738, obstacle angle: 0.296706, obstacle dist: 19.270979, obstacle steering: -0.078939, steer: -0.083830
yellow line angle: -0.218160, obstacle angle: 0.296706, obstacle dist: 19.264650, obstacle steering: -0.081406, steer: -0.086549
yellow line angle: -0.218466, obstacle angle: 0.296706, obstacle dist: 19.234848, obstacle steering: -0.084121, steer: -0.084121
yellow line angle: -0.220499, obstacle angle: 0.296706, obstacle dist: 19.212948, obstacle steering: -0.081690, steer: -0.086988
yellow line angle: -0.222546, obstacle angle: 0.296706, obstacle dist: 19.214825, obstacle steering: -0.084558, steer: -0.088865
yellow line angle: -0.225551, obstacle angle: 0.296706, obstacle dist: 19.247124, obstacle steering: -0.086438, steer: -0.092884
yellow line angle: -0.227600, obstacle angle: 0.296706, obstacle dist: 19.291059, obstacle steering: -0.090463, steer: -0.092850
yellow line angle: -0.227382, obstacle angle: 0.296706, obstacle dist: 19.324356, obstacle steering: -0.090433, steer: -0.090433
yellow line angle: -0.225679, obstacle angle: 0.296706, obstacle dist: 19.343855, obstacle steering: -0.088019, steer: -0.088019
yellow line angle: -0.223058, obstacle angle: 0.305432, obstacle dist: 19.226158, obstacle steering: -0.085136, steer: -0.086431
yellow line angle: -0.222543, obstacle angle: 0.305432, obstacle dist: 19.288761, obstacle steering: -0.083557, steer: -0.091852
yellow line angle: -0.221632, obstacle angle: 0.305432, obstacle dist: 19.381521, obstacle steering: -0.088992, steer: -0.092159
yellow line angle: -0.219439, obstacle angle: 0.305432, obstacle dist: 19.457169, obstacle steering: -0.089310, steer: -0.090365
yellow line angle: -0.215433, obstacle angle: 0.305432, obstacle dist: 19.489372, obstacle steering: -0.087520, steer: -0.087520
yellow line angle: -0.210635, obstacle angle: 0.314159, obstacle dist: 19.372145, obstacle steering: -0.084208, steer: -0.085511
yellow line angle: -0.209161, obstacle angle: 0.314159, obstacle dist: 19.430576, obstacle steering: -0.082209, steer: -0.093043
yellow line angle: -0.207294, obstacle angle: 0.314159, obstacle dist: 19.516804, obstacle steering: -0.089755, steer: -0.093037
yellow line angle: -0.205191, obstacle angle: 0.314159, obstacle dist: 19.635710, obstacle steering: -0.089769, steer: -0.093268
yellow line angle: -0.200087, obstacle angle: 0.322886, obstacle dist: 19.557772, obstacle steering: -0.089541, steer: -0.089541
yellow line angle: -0.194839, obstacle angle: 0.322886, obstacle dist: 19.602215, obstacle steering: -0.085823, steer: -0.086761
yellow line angle: -0.190814, obstacle angle: 0.322886, obstacle dist: 19.674795, obstacle steering: -0.083056, steer: -0.089346
yellow line angle: -0.188731, obstacle angle: 0.322886, obstacle dist: 19.771923, obstacle steering: -0.085660, steer: -0.093840
yellow line angle: -0.185670, obstacle angle: 0.331612, obstacle dist: 19.730694, obstacle steering: -0.089704, steer: -0.092234
yellow line angle: -0.182217, obstacle angle: 0.331612, obstacle dist: 19.875984, obstacle steering: -0.088128, steer: -0.091679
